Source,Destination,Monday,Elections,Military,Thursday,Religion,Friday,Saturday,TRUE,History,Tuesday,Wednesday,Sunday,page_url,Health Care,FALSE,jaccard_coeff_connection,Neighbor_connection,jaccard_coeff_common_destination,Neighbor_common_destination,jaccard_coeff_common_source,Neighbor_common_source,SourceSite_outdeg_real,DestSite_outdeg_real,SourceSite_outdeg_fake,DestSite_outdeg_fake,SourceSite_indeg_fake,DestSite_indeg_fake,DestSite_indeg_real,SourceSite_indeg_real,mutuality_ind,MedianPolarityScore,Label
www.facebook.com,www.politifact.com,1.8264211260841072,0,0,1.6572019874381971,0,1.3722541865642686,0,0,0,1.5714708405892532,1.7440500939806145,0.6234325480983318,22,0,22,0.05365853658536585,11,0.017441860465116282,3,0.07317073170731707,3,30,0.0,225,35.0,10.0,75,7,1.0,1.0,0.0,0
www.facebook.com,www.snopes.com,0.46314375851677825,0,0,0.39352664929167847,0,1.542913246047009,0,1,0,1.482065760237609,1.5744471593613938,2.222747877626431,8,0,7,0.02890173410404624,5,0.006711409395973154,1,0.1153846153846154,3,30,0.0,225,6.0,10.0,33,1,1.0,0.0,0.0,0
www.facebook.com,www.nytimes.com,1.7071200652505651,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.3005340468015234,1.4848785051253772,0.6234325480983318,6,0,6,0.03614457831325301,6,0.0,0,0.04,1,30,0.0,225,0.0,10.0,24,3,1.0,0.0,-0.0394,0
www.facebook.com,www.youtube.com,1.4473740233429593,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.5714708405892532,1.3030759248858617,0.6234325480983318,5,0,5,0.05882352941176471,11,0.047619047619047616,8,0.045454545454545456,1,30,3.0,225,43.0,10.0,23,2,1.0,0.0,0.1779,0
www.facebook.com,www.cbo.gov,1.4473740233429593,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.3005340468015234,1.4848785051253772,0.6234325480983318,4,0,4,0.006329113924050633,1,0.0,0,0.0,0,30,0.0,225,0.0,10.0,8,3,1.0,0.0,-0.2732,0
www.facebook.com,www.bloomberg.com,1.7071200652505651,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,0.37562839862450037,1.3030759248858617,0.6234325480983318,4,0,4,0.006289308176100629,1,0.0,0,0.0,0,30,0.0,225,8.0,10.0,7,0,1.0,0.0,-0.0788,0
www.facebook.com,www.amazon.com,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,1,0,1.627567776671486,0.3796010971432951,0.6234325480983318,4,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,3,2,1.0,0.0,0.0,0
www.facebook.com,www.reuters.com,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.3005340468015234,1.3030759248858617,2.222747877626431,3,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,8,0,1.0,0.0,-0.7096,0
www.facebook.com,www.ips-dc.org,1.7071200652505651,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,0.37562839862450037,0.3796010971432951,0.6234325480983318,3,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,3,0,1.0,0.0,-0.2023,0
www.facebook.com,www.forbes.com,1.6220179546921076,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,0.37562839862450037,1.3030759248858617,0.6234325480983318,3,0,3,0.006369426751592357,1,0.0,0,0.07692307692307693,1,30,0.0,225,0.0,10.0,9,0,1.0,0.0,-0.0788,0
www.facebook.com,www.senate.gov,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.482065760237609,1.3030759248858617,0.6234325480983318,3,0,3,0.018867924528301886,3,0.020270270270270268,3,0.0,0,30,0.0,225,6.0,10.0,6,0,1.0,0.0,-0.2732,0
www.facebook.com,www.fns.usda.gov,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.482065760237609,1.3030759248858617,0.6234325480983318,3,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,3,0,1.0,0.0,0.0,0
www.facebook.com,www.factcheck.org,0.46314375851677825,0,0,0.39352664929167847,0,1.3722541865642686,0,0,0,0.37562839862450037,1.4848785051253772,0.6234325480983318,3,0,3,0.006369426751592357,1,0.0,0,0.0,0,30,0.0,225,0.0,10.0,8,1,1.0,0.0,0.0,0
www.facebook.com,www.congress.gov,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,0.37562839862450037,1.5744471593613938,0.6234325480983318,3,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,4,0,1.0,0.0,-0.2695,0
www.facebook.com,www.washingtonpost.com,1.4473740233429593,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.3005340468015234,1.3030759248858617,0.6234325480983318,3,0,3,0.0273224043715847,5,0.006535947712418301,1,0.12903225806451613,4,30,0.0,225,10.0,10.0,35,0,1.0,0.0,-0.5574,0
www.facebook.com,www.opensecrets.org,0.46314375851677825,0,0,0.39352664929167847,0,1.542913246047009,0,0,0,0.37562839862450037,1.3030759248858617,0.6234325480983318,3,0,3,0.006493506493506494,1,0.0,0,0.0,0,30,0.0,225,0.0,10.0,5,0,1.0,0.0,0.3818,0
www.facebook.com,www.cis.org,0.46314375851677825,0,0,0.39352664929167847,0,0.41520651392192653,0,0,0,1.3005340468015234,1.4848785051253772,0.6234325480983318,3,0,3,0.0,0,0.0,0,0.0,0,30,0.0,225,0.0,10.0,3,0,1.0,0.0,0.0,0
