"","wd","get(i)","get(i)","get(i)"
"www.onlineathens.com",4.66666666666667,0,0.0337470907680372,4.66666666666667
"www.foxnews.com",4.66666666666667,0,0.0337470907680372,4.66666666666667
"www.factcheck.org",4.66666666666667,0,0.0337470907680372,4.66666666666667
"www.washingtontimes.com",4.66666666666667,0,0.0236885097113814,4.66666666666667
"www.fda.gov",4.66666666666667,0,0.0236885097113814,4.66666666666667
"www.examiner.com",4.66666666666667,0,0.0236885097113814,4.66666666666667
"www.accessdata.fda.gov",4.66666666666667,0,0.0236885097113814,4.66666666666667
"www.charlestoncounty.org",4.66666666666667,0,0.0254932604024223,4.66666666666667
"krugman.blogs.nytimes.com",4.66666666666667,0,0.0254932604024223,4.66666666666667
"factfinder2.census.gov",4.66666666666667,0,0.0254932604024223,4.66666666666667
