Source,website,Monday,Elections,Military,Thursday,Religion,Friday,Saturday,TRUE,History,Tuesday,Wednesday,Sunday,page_url,Health Care,FALSE
www.facebook.com,www.statbank.dk,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.facebook.com,www.taxpolicycenter.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.state.gov,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,www.wfp.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.wired.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.youtube.com,pol.moveon.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.fbo.gov,articles.cnn.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,www.jsonline.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.fbo.gov,www.af.mil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,www.jstor.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.kff.org,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.loc.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,www.mahealthconnector.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.fbo.gov,washingtonexaminer.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.fbo.gov,static.e-publishing.af.mil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,www.malegislature.gov,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.mcclatchydc.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.mcdonalds.dk,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.facebook.com,www.opcw.org,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,www4.uwm.edu,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.msnbc.msn.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,www.zillow.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.nacdl.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.youtube.com,downtrend.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.nachc.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.nationsonline.org,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.youtube.com,presente.org,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.youtube.com,education-curriculum-reform-government-schools.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.worldbeyondwar.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.massresources.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.americanprogress.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.dlapiper.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.examiner.com,oathkeepers.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,minutemennews.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,mchb.hrsa.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,homvee.acf.hhs.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,frwebgate.access.gpo.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,freedomoutpost.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,benswann.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,beforeitsnews.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.enhlive.com,www.washingtonpost.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.politifact.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.opm.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.nytimes.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.factcheck.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.enhlive.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.benefits.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,www.archives.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.examiner.com,nccp.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.youtube.com,www.phschool.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,uspostman.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.examiner.com,www.americanbar.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,bigstory.ap.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,articles.latimes.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,articles.boston.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,archinte.jamanetwork.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,america.aljazeera.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,agonist.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,Target of Protest,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,7poundbag.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.youtube.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.westernfreepress.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.thegreenvillepost.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.thegatewaypundit.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.pewstates.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.hhs.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.examiner.com,www.examiner.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.enhlive.com,web.archive.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.enhlive.com,fas.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,blogs.discovermagazine.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.crai.com,www.nationalbcc.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.crai.com,www.crai.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.crai.com,www.cbo.gov,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.crai.com,www.americanprogress.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.crai.com,www.aceee.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.crai.com,energycommerce.house.gov,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.childrensdefense.org,www.senate.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
www.childrensdefense.org,www.cnn.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
www.youtube.com,www.votevets.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.charismanews.com,www.wnd.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.charismanews.com,www.express.co.uk,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.charismanews.com,www.charismanews.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.census.gov,www2.census.gov,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
www.census.gov,www.bea.gov,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
www.census.gov,cfo.dc.gov,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
www.breitbart.com,www.whitehouse.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.crai.com,www.epw.senate.gov,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.dailymail.co.uk,medium.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.duhprogressive.com,www.huffingtonpost.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
www.dailymail.co.uk,theringer.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.duhprogressive.com,www.duhprogressive.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
www.documentcloud.org,www.flsenate.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.documentcloud.org,www.dos.state.fl.us,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.youtube.com,www.politico.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.youtube.com,www.politifact.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.documentcloud.org,miamiherald.typepad.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.dispatch.com,www.youtube.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.dispatch.com,www.dispatch.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.dispatch.com,www.ajc.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.dispatch.com,cmc.rodparsley.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.dispatch.com,abcnews.go.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.dailymail.co.uk,www.youtube.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.dailymail.co.uk,www.washingtonpost.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.dailymail.co.uk,www.forbes.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.dailymail.co.uk,www.dailymail.co.uk,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,blogs.citypages.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,blogs.reuters.com,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.facebook.com,www.dhs.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.youtube.com,www.epa.gov,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.bostonherald.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.bls.gov,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.youtube.com,www.facebook.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,www.bcbsri.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.youtube.com,www.factcheck.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.au.af.mil,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.youtube.com,www.johnmccain.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.alwaleed.com.sa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,ustr.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,thelede.blogs.nytimes.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,taxfoundation.org,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.facebook.com,static.politifact.com.s3.amazonaws.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.youtube.com,www.nrdc.org,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,siarchives.si.edu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,rt.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.bradycampaign.org,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,www.bt.cdc.gov,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,research.hks.harvard.edu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.buzzfeed.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,www.dailykos.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,www.csmonitor.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,www.cracked.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.youtube.com,www.capitol.hawaii.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,www.columbia.edu,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.college.columbia.edu,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.cnn.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.cjr.org,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.youtube.com,www.cbsnews.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.cia.gov,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,www.census.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,www.cbsnews.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.youtube.com,www.detroitnews.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,www.cap-press.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.youtube.com,www.eia.doe.gov,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,rightwingnews.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,religion.blogs.cnn.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,bluecrossmafoundation.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,housedocs.house.gov,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,hdl.loc.gov,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,gasbuddy.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,fuelgaugereport.aaa.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,en.wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,edition.cnn.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,drive.google.com,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.youtube.com,www.nytimes.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,docs.google.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,data.un.org,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,dailycaller.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,cwc.fas.org,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,csgv2.blogspot.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,costsofwar.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,content.healthaffairs.org,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.facebook.com,cdn.gop.com,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
www.facebook.com,hereandnow.wbur.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,humanevents.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,rechten.uvt.nl,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
www.facebook.com,ia600805.us.archive.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,president45donaldtrump.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,postalmuseumblog.si.edu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,pgpf.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,owsposters.tumblr.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,nypost.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,nlihc.org,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
www.facebook.com,nces.ed.gov,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
www.facebook.com,nationalhomeless.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,money.cnn.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.facebook.com,media.cq.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,media.corporate-ir.net,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,madworldnews.com,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.facebook.com,lobbyingdisclosure.house.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,jessicavalenti.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.facebook.com,iipdigital.usembassy.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.fireandreamitchell.com,www.cfda.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.westernjournalism.com,www.flhouse.gov,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.fireandreamitchell.com,www.cruz.senate.gov,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
www.plannedparenthood.org,www.scrippsnews.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.youngcons.com,diplopundit.net,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.politicalears.com,qz.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politicalears.com,pamelageller.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.politicalears.com,nationalreport.net,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.plannedparenthood.org,www.wnd.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.plannedparenthood.org,www.washingtontimes.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.plannedparenthood.org,www.stopp.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.youngcons.com,jakarta.usembassy.gov,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.outsidethebeltway.com,www.outsidethebeltway.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.plannedparenthood.org,www.gao.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.plannedparenthood.org,olson.house.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.pbs.org,www.washingtonpost.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.pbs.org,www.pbs.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.pbs.org,www.nytimes.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.pbs.org,www.fbi.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.pbs.org,codes.lp.findlaw.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.politicalears.com,www.bostonglobe.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politicalears.com,www.charitynavigator.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politicalears.com,www.nbcnews.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,docs.google.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.politifact.com,www.miamiherald.com,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politifact.com,www.ibtimes.co.uk,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,www.facebook.com,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
www.youngcons.com,benghazi.house.gov,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.politifact.com,www.copyright.gov,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,www.cbsnews.com,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politifact.com,www.carolinalive.com,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,www.bbc.com,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,www.aapsonline.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,webcache.googleusercontent.com,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,trailblazersblog.dallasnews.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.politifact.com,thesource.com,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,theobamafile.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,m.snopes.com,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
www.politifact.com,drjengunter.wordpress.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.outsidethebeltway.com,www.thestar.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.outsidethebeltway.com,www.newsweek.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.mystatesman.com,drive.google.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.naturalnews.com,www.fda.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.onlinesentinel.com,ironicsurrealism.blogivists.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.npr.org,www.npr.org,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.youngcons.com,news.yahoo.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.npr.org,www.boston.com,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
www.naturalnews.com,www.who.int,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,www.webmd.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,www.naturalnews.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,www.aap.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.outsidethebeltway.com,www.fifa.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.naturalnews.com,wonder.cdc.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,vaers.hhs.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,media.cmgdigital.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,bit.ly,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.naturalnews.com,abcnews.go.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.mystatesman.com,www.pewresearch.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.mystatesman.com,www.mystatesman.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.youngcons.com,m.snopes.com,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
www.onlinesentinel.com,michellemalkin.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.onlinesentinel.com,www.fireandreamitchell.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.onlinesentinel.com,www.newsrealblog.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.outsidethebeltway.com,www.cybergolf.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.outsidethebeltway.com,metro.co.uk,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.organicandhealthy.org,www.who.int,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.thelancet.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.sciencemag.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.sciencedirect.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.organicandhealthy.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.ncirs.edu.au,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.icmr.nic.in,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,www.cdc.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.organicandhealthy.org,samawomenshealth.wordpress.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.onlinesentinel.com,www.theblogmocracy.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.onlinesentinel.com,www.snopes.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.onlinesentinel.com,www.publiusforum.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.onlinesentinel.com,www.onlinesentinel.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,www.modernhealthcare.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,www.nytimes.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.politifact.com,www.palmbeachpost.com,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
www.theverge.com,www.mediaite.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.theweeklyobserver.com,www.theweeklyobserver.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,www.reuters.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,www.nejm.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,www.nbcnews.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,www.australianetworknews.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,uproxx.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.theverge.com,www.theverge.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.theverge.com,www.independent.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.politifact.com,www.postonpolitics.com,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
www.theverge.com,www.buzzfeed.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.theverge.com,variety.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
www.techdirt.com,www.wired.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.techdirt.com,www.techdirt.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.techdirt.com,www.govtrack.us,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.techdirt.com,thehill.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.tdtalliance.com,www.snopes.com,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
www.theweeklyobserver.com,www.washingtonpost.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
www.vanityfair.com,www.foxnews.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.vanityfair.com,www.mtv.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.vanityfair.com,www.vanityfair.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.westernjournalism.com,papers.ssrn.com,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.westernjournalism.com,florida.adl.org,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
www.westernjournalism.com,articles.washingtonpost.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
